;Departure;Destination;Fleet;Aircraft;ID;Airline;FlightNumber;STD;ATD;STA;ATA
16761;EDDM;LDZA;DH8D;9A-CQD;1EV5M1;CTN;OU437;18.09.2019 19:15;18.09.2019 19:27;18.09.2019 20:25;18.09.2019 20:17
16762;EDDM;LFPG;A320;D-AIPE;3H7U80;DLH;LH2226;18.09.2019 04:45;18.09.2019 04:54;18.09.2019 06:20;18.09.2019 06:08
16763;EDDM;EIDW;A320;D-AIUW;NTC0OU;DLH;LH2514;18.09.2019 06:20;18.09.2019 06:29;18.09.2019 08:45;18.09.2019 08:36
16764;EDDM;EDDF;A319;D-AILL;XLLIW2;DLH;LH119;18.09.2019 17:00;18.09.2019 17:14;18.09.2019 18:00;18.09.2019 17:57
16765;EDDM;EDDT;A321;D-AIRX;0I2IQD;DLH;LH2052;18.09.2019 18:00;18.09.2019 18:21;18.09.2019 19:05;18.09.2019 19:10
16766;EDDM;EDDW;A321;D-AIRW;C8TMCI;DLH;LH2110;18.09.2019 09:30;18.09.2019 10:13;18.09.2019 10:40;18.09.2019 11:10
16767;EDDM;KJFK;A346;D-AIHC;VPPHRS;DLH;LH410;18.09.2019 10:25;18.09.2019 10:49;18.09.2019 19:25;18.09.2019 18:50
16768;EDDM;EGPH;A319;D-AGWH;KOU390;EWG;EW1712;18.09.2019 04:05;18.09.2019 04:24;18.09.2019 06:30;18.09.2019 06:31
16769;EDDM;HECA;B738;SU-GEF;C503WA;MSR;MS788;18.09.2019 13:55;18.09.2019 14:20;18.09.2019 17:35;18.09.2019 17:37
16770;EDDM;UUDD;A320;D-AIPK;9PH7NP;DLH;LH2530;18.09.2019 18:00;18.09.2019 18:18;18.09.2019 21:05;18.09.2019 20:48
16771;EDDM;EDDC;CRJ9;D-ACNT;4CSV24;DLH;LH2126;18.09.2019 13:45;18.09.2019 14:00;18.09.2019 14:40;18.09.2019 14:41
16772;EDDM;LIPY;CRJ9;D-ACKG;7FBAO8;DLH;LH1958;18.09.2019 12:20;18.09.2019 12:38;18.09.2019 13:30;18.09.2019 13:29
16773;EDDM;KORD;A359;D-AIXK;N5E5VL;DLH;LH434;18.09.2019 13:40;18.09.2019 14:24;18.09.2019 23:30;18.09.2019 23:11
16774;EDDM;LIMJ;E195;I-ADJL;P3VMKW;DLA;LH1946;18.09.2019 20:05;18.09.2019 20:18;18.09.2019 21:15;18.09.2019 21:14
16775;EDDM;LFLL;BCS3;YL-AAP;LFMMYO;BTI;LH2250;18.09.2019 12:45;18.09.2019 13:18;18.09.2019 14:05;18.09.2019 14:19
16776;EDDM;EDDH;A320;D-AIZE;MJW5HY;DLH;LH2070;18.09.2019 11:15;18.09.2019 12:18;18.09.2019 12:30;18.09.2019 13:21
16777;EDDM;EGLC;E190;G-LCYP;1YLUHO;BAW;BA3296;18.09.2019 15:25;18.09.2019 16:21;18.09.2019 17:20;18.09.2019 18:06
16778;EDDM;EDDT;A320;D-AIUY;BLZ993;DLH;LH2754;18.09.2019 15:30;18.09.2019 15:43;18.09.2019 16:35;18.09.2019 16:37
16779;EDDM;EDDS;CRJ9;D-ACKB;9NHUQ9;DLH;LH2152;18.09.2019 19:55;18.09.2019 20:12;18.09.2019 20:40;18.09.2019 20:43
16780;EDDM;RKSI;A359;D-AIXN;4J96LJ;DLH;LH718;18.09.2019 10:20;18.09.2019 10:37;18.09.2019 20:40;18.09.2019 19:55
16781;EDDM;LLBG;B739;4X-EHF;12YWT3;ELY;LY354;18.09.2019 08:30;18.09.2019 09:06;18.09.2019 12:10;18.09.2019 12:31
16782;EDDM;EPKK;CRJ9;D-ACNQ;BZE83K;DLH;LH1620;18.09.2019 05:30;18.09.2019 05:41;18.09.2019 06:45;18.09.2019 06:38
16783;EDDM;LFPG;A321;F-GTAE;OLYPH7;AFR;AF1623;18.09.2019 13:30;18.09.2019 13:57;18.09.2019 15:10;18.09.2019 15:18
16784;EDDM;LFPG;A319;D-AIBA;NXL74Z;DLH;LH2240;18.09.2019 20:15;18.09.2019 20:23;18.09.2019 21:50;18.09.2019 21:41
16785;EDDM;EHAM;A320;D-AIPY;OZPCYV;DLH;LH2310;18.09.2019 18:10;18.09.2019 18:34;18.09.2019 19:40;18.09.2019 19:44
16786;EDDM;LIPX;E195;I-ADJV;V5IYFO;DLA;EN8212;18.09.2019 19:30;18.09.2019 20:00;18.09.2019 20:25;18.09.2019 20:45
16787;EDDM;LFRS;CRJ9;D-ACKH;5FHARB;DLH;LH2242;18.09.2019 04:20;18.09.2019 04:29;18.09.2019 06:15;18.09.2019 06:05
16788;EDDM;LOWG;E195;I-ADJX;LZZPEN;DLA;EN8018;18.09.2019 16:45;18.09.2019 17:01;18.09.2019 17:35;18.09.2019 17:37
16789;EDDM;EDDV;A321;D-AIRW;FXOR55;DLH;LH2098;18.09.2019 13:40;18.09.2019 14:04;18.09.2019 14:45;18.09.2019 14:52
16790;EDDM;OMDB;B77W;A6-ECS;3X357D;UAE;EK52;18.09.2019 20:35;18.09.2019 20:54;19.09.2019 02:30;19.09.2019 02:25
16791;EDDM;OJAI;A319;JY-AYP;JNK68R;RJA;RJ125;18.09.2019 15:30;18.09.2019 15:46;18.09.2019 19:25;18.09.2019 19:11
16792;EDDM;EDDG;CRJ9;S5-AAN;NGUFGJ;ADR;LH2134;18.09.2019 05:30;18.09.2019 05:45;18.09.2019 06:40;18.09.2019 06:39
16793;EDDM;LEZL;A321;D-AIRK;G2DGK8;DLH;LH1822;18.09.2019 08:00;18.09.2019 08:16;18.09.2019 10:55;18.09.2019 10:48
16794;EDDM;EDDT;A321;D-AIRE;XHRSXA;DLH;LH2048;18.09.2019 16:00;18.09.2019 16:08;18.09.2019 17:05;18.09.2019 17:00
16795;EDDM;LIRF;A321;D-AIDQ;5VGKSD;DLH;LH1842;18.09.2019 07:45;18.09.2019 08:10;18.09.2019 09:15;18.09.2019 09:14
16796;EDDM;LGAV;A321;D-AIDO;5M0AM2;DLH;LH1750;18.09.2019 06:55;18.09.2019 07:13;18.09.2019 09:20;18.09.2019 09:18
16797;EDDM;HEGN;B753;D-ABOG;31J4YE;CFG;DE386;18.09.2019 10:50;18.09.2019 11:14;18.09.2019 15:05;18.09.2019 15:00
16798;EDDM;LFBO;A320;D-AIPL;MGCMHU;DLH;LH2218;18.09.2019 09:05;18.09.2019 09:36;18.09.2019 10:50;18.09.2019 11:05
16799;EDDM;EPWA;E195;SP-LND;536HNU;LOT;LO354;18.09.2019 17:35;18.09.2019 18:02;18.09.2019 19:10;18.09.2019 19:15
16800;EDDM;UGTB;A320;D-AIZE;BXDAHZ;DLH;LH2556;18.09.2019 20:15;18.09.2019 20:33;19.09.2019 00:05;18.09.2019 23:47
16801;EDDM;EGKK;A319;G-EZDA;JRMD9P;EZY;U28984;18.09.2019 14:50;18.09.2019 15:33;18.09.2019 16:50;18.09.2019 17:15
16802;EDDM;LSZH;BCS3;HB-JCH;OQMXB0;SWR;LX1111;18.09.2019 19:05;18.09.2019 19:23;18.09.2019 20:00;18.09.2019 19:59
16803;EDDM;EGKK;A319;G-EZBE;QAFBR3;EZY;U28982;18.09.2019 07:40;18.09.2019 08:18;18.09.2019 09:40;18.09.2019 10:01
16804;EDDM;LJLJ;CRJ9;S5-AAV;YKMMN1;ADR;JP103;18.09.2019 08:25;18.09.2019 08:40;18.09.2019 09:25;18.09.2019 09:28
16805;EDDM;KIAD;A359;D-AIXG;6WBIX3;DLH;LH414;18.09.2019 14:25;18.09.2019 14:42;18.09.2019 23:30;18.09.2019 22:53
16806;EDDM;VIDP;A346;D-AIHW;4KU998;DLH;LH762;18.09.2019 10:10;18.09.2019 10:52;18.09.2019 17:45;18.09.2019 17:28
16807;EDDM;EIDW;A320;EI-DVG;EZG8J6;EIN;EI353;18.09.2019 09:25;18.09.2019 09:28;18.09.2019 12:10;18.09.2019 11:36
16808;EDDM;EHAM;E190;EI-GHK;9T9L45;STK;KL1792;18.09.2019 07:25;18.09.2019 07:41;18.09.2019 09:00;18.09.2019 08:51
16809;EDDM;EDDH;A319;D-AIBE;E7M4AN;DLH;LH2088;18.09.2019 15:45;18.09.2019 15:57;18.09.2019 17:00;18.09.2019 17:07
16810;EDDM;EDDF;A319;D-AIBH;JA86CP;DLH;LH111;18.09.2019 13:00;18.09.2019 13:14;18.09.2019 14:00;18.09.2019 13:57
16811;EDDM;ESSA;CRJ9;D-ACKE;8YZXFE;DLH;LH2412;18.09.2019 04:15;18.09.2019 04:28;18.09.2019 06:25;18.09.2019 06:23
16812;EDDM;EDDL;A319;D-AGWH;Q22UBY;EWG;EW1918;18.09.2019 17:20;18.09.2019 17:28;18.09.2019 18:35;18.09.2019 18:48
16813;EDDM;EDDW;A321;D-AIDQ;08VA9T;DLH;LH2116;18.09.2019 18:20;18.09.2019 18:43;18.09.2019 19:30;18.09.2019 19:44
16814;EDDM;LFBO;A320;D-AIUQ;QQ68UK;DLH;LH2220;18.09.2019 13:35;18.09.2019 14:01;18.09.2019 15:20;18.09.2019 15:32
16815;EDDM;EBBR;A320;D-AIZF;QY0EL8;DLH;LH2290;18.09.2019 16:05;18.09.2019 16:33;18.09.2019 17:25;18.09.2019 17:41
16816;EDDM;LIMC;A319;D-AIBE;H3TWX6;DLH;LH1864;18.09.2019 20:20;18.09.2019 20:35;18.09.2019 21:25;18.09.2019 21:24
16817;EDDM;LFPG;A320;D-AIPK;9ZJI8W;DLH;LH2234;18.09.2019 13:35;18.09.2019 13:50;18.09.2019 15:10;18.09.2019 15:07
16818;EDDM;EDLW;A319;D-AGWK;XIN2NO;EWG;EW4067;18.09.2019 15:20;18.09.2019 15:41;18.09.2019 16:30;18.09.2019 16:34
16819;EDDM;EDDL;A321;D-AIDT;GIASE7;DLH;LH2022;18.09.2019 17:30;18.09.2019 17:39;18.09.2019 18:40;18.09.2019 18:45
16820;EDDM;EKCH;A320;D-AIPR;QLKCMZ;DLH;LH2444;18.09.2019 15:15;18.09.2019 16:06;18.09.2019 16:45;18.09.2019 17:23
16821;EDDM;LOWW;A320;OE-LBU;H46HN5;AUA;OS102;18.09.2019 09:20;18.09.2019 09:44;18.09.2019 10:25;18.09.2019 10:25
16822;EDDM;EDDH;A319;OE-LYZ;EY2G5A;EWG;EW1972;18.09.2019 04:30;18.09.2019 04:40;18.09.2019 05:55;18.09.2019 05:47
16823;EDDM;LIMC;A321;D-AIRW;LPK37G;DLH;LH1854;18.09.2019 06:10;18.09.2019 06:43;18.09.2019 07:15;18.09.2019 07:28
16824;EDDM;EIDW;A320;D-AIPZ;LQ5MUP;DLH;LH2520;18.09.2019 19:45;18.09.2019 20:03;18.09.2019 22:10;18.09.2019 22:05
16825;EDDM;LOWG;CRJ9;D-ACNR;YTFUEO;DLH;LH2344;18.09.2019 13:35;18.09.2019 13:48;18.09.2019 14:25;18.09.2019 14:24
16826;EDDM;EDDK;A320;D-AIUV;85V75T;DLH;LH1980;18.09.2019 04:00;18.09.2019 04:11;18.09.2019 05:05;18.09.2019 04:56
16827;EDDM;LGAV;A321;D-AIDF;BJVTKJ;DLH;LH1754;18.09.2019 17:05;18.09.2019 17:56;18.09.2019 19:30;18.09.2019 19:56
16828;EDDM;OMAA;B77W;A6-ETR;E9MLIN;ETD;EY6;18.09.2019 10:10;18.09.2019 10:23;18.09.2019 16:15;18.09.2019 15:58
16829;EDDM;LIRN;A320;D-AIUW;OKR842;DLH;LH1928;18.09.2019 13:05;18.09.2019 13:31;18.09.2019 14:40;18.09.2019 14:46
16830;EDDM;UKBB;A320;D-AIUU;GDIBID;DLH;LH2546;18.09.2019 17:20;18.09.2019 17:35;18.09.2019 19:30;18.09.2019 19:21
16831;EDDM;EDDF;A321;D-AIDH;FWBAD3;DLH;LH113;18.09.2019 14:00;18.09.2019 14:21;18.09.2019 15:00;18.09.2019 15:00
16832;EDDM;LFPG;A320;D-AIPM;E53NY9;DLH;LH2230;18.09.2019 10:05;18.09.2019 10:27;18.09.2019 11:40;18.09.2019 11:41
16833;EDDM;ESGG;A321;D-AIDA;66OCYS;DLH;LH2432;18.09.2019 17:10;18.09.2019 17:57;18.09.2019 19:00;18.09.2019 19:33
16834;EDDM;LSGG;BCS3;HB-JCB;7BGLB9;SWR;LX1123;18.09.2019 09:00;18.09.2019 09:33;18.09.2019 10:20;18.09.2019 10:30
16835;EDDM;EDDH;A320;D-AIZJ;JR5O48;DLH;LH2066;18.09.2019 08:15;18.09.2019 08:50;18.09.2019 09:30;18.09.2019 09:51
16836;EDDM;LOWG;E195;I-ADJW;AC8UI3;DLA;EN8010;18.09.2019 06:00;18.09.2019 06:11;18.09.2019 06:50;18.09.2019 06:46
16837;EDDM;LIEO;A320;D-AICF;DTSID6;CFG;DE1810;18.09.2019 15:40;18.09.2019 15:59;18.09.2019 17:20;18.09.2019 17:21
16838;EDDM;KDFW;B788;N806AA;8GYGIV;AAL;AA25;18.09.2019 08:55;18.09.2019 09:10;18.09.2019 20:00;18.09.2019 19:19
16839;EDDM;LIPE;E195;I-ADJX;Z64MBK;DLA;EN8238;18.09.2019 06:20;18.09.2019 06:37;18.09.2019 07:20;18.09.2019 07:24
16840;EDDM;EBBR;CRJ9;D-ACNI;ZH0SPG;DLH;LH2292;18.09.2019 17:20;18.09.2019 18:24;18.09.2019 18:40;18.09.2019 19:31
16841;EDDM;EDDH;A319;D-AILY;X17XMP;DLH;LH2210;18.09.2019 06:45;18.09.2019 07:19;18.09.2019 08:00;18.09.2019 08:23
16842;EDDM;LPPR;A320;D-AIZH;OH1V4Y;DLH;LH1794;18.09.2019 06:20;18.09.2019 08:52;18.09.2019 09:10;18.09.2019 11:26
16843;EDDM;LEMD;A320;D-AIPZ;WM6JUQ;DLH;LH1800;18.09.2019 06:30;18.09.2019 06:48;18.09.2019 09:10;18.09.2019 09:00
16844;EDDM;EPRZ;CRJ9;D-ACKH;NKWEQW;DLH;LH1618;18.09.2019 09:15;18.09.2019 09:41;18.09.2019 10:40;18.09.2019 10:44
16845;EDDM;EDDH;A320;D-AIZB;CSESN7;DLH;LH2080;18.09.2019 16:15;18.09.2019 16:35;18.09.2019 17:30;18.09.2019 17:38
16846;EDDM;FAOR;A332;ZS-SXZ;5YA3HE;SAA;SA265;18.09.2019 19:05;18.09.2019 19:13;19.09.2019 05:40;19.09.2019 05:41
16847;EDDM;BKPR;A319;S5-AAX;A1Z0J5;ADR;JP157;18.09.2019 19:30;18.09.2019 19:42;18.09.2019 21:20;18.09.2019 21:08
16848;EDDM;ENGM;A320;D-AIUT;N5SRBY;DLH;LH2452;18.09.2019 06:55;18.09.2019 07:04;18.09.2019 09:05;18.09.2019 09:01
16849;EDDM;EGLL;A320;D-AIPR;PBW4BM;DLH;LH2474;18.09.2019 09:50;18.09.2019 10:04;18.09.2019 11:50;18.09.2019 11:43
16850;EDDM;ESGG;A320;D-AIPE;SAZGY0;DLH;LH2430;18.09.2019 14:20;18.09.2019 14:48;18.09.2019 16:10;18.09.2019 16:23
16851;EDDM;LKPR;A319;D-AIBF;WJ4YJB;DLH;LH1690;18.09.2019 09:45;18.09.2019 10:18;18.09.2019 10:35;18.09.2019 10:48
16852;EDDM;EDDK;A320;D-AIUY;VIV4MF;DLH;LH1984;18.09.2019 06:05;18.09.2019 06:16;18.09.2019 07:10;18.09.2019 07:00
16853;EDDM;EGLL;A21N;G-NEOT;ROSZSV;BAW;BA961;18.09.2019 16:50;18.09.2019 17:08;18.09.2019 18:55;18.09.2019 18:51
16854;EDDM;EDDK;A319;D-AKNM;H14I43;EWG;EW85;18.09.2019 14:30;18.09.2019 14:40;18.09.2019 15:40;18.09.2019 15:25
16855;EDDM;EGCC;A319;D-AILS;B29UQD;DLH;LH2500;18.09.2019 07:00;18.09.2019 07:11;18.09.2019 09:05;18.09.2019 09:01
16856;EDDM;EDDT;A319;OE-LSY;Z5WOKP;EZY;U25566;18.09.2019 10:30;18.09.2019 10:53;18.09.2019 11:50;18.09.2019 11:50
16857;EDDM;EDDT;A320;D-AIZB;CGH1PL;DLH;LH2040;18.09.2019 12:10;18.09.2019 12:38;18.09.2019 13:15;18.09.2019 13:31
16858;EDDM;LEPA;B738;D-ATUR;480J0U;TUI;X32406;18.09.2019 04:40;18.09.2019 04:56;18.09.2019 07:00;18.09.2019 06:45
16859;EDDM;EDDV;A320;D-AIQA;VD2EBR;DLH;LH2092;18.09.2019 06:30;18.09.2019 06:53;18.09.2019 07:35;18.09.2019 07:46
16860;EDDM;LSZH;CRJ9;D-ACKA;QG493R;DLH;LH2368;18.09.2019 09:40;18.09.2019 10:05;18.09.2019 10:35;18.09.2019 10:48
16861;EDDM;EGLL;A320;D-AIPY;RL34BG;DLH;LH2476;18.09.2019 12:45;18.09.2019 13:02;18.09.2019 14:45;18.09.2019 14:36
16862;EDDM;LFSB;CRJ9;D-ACKL;8LNRS1;DLH;LH2400;18.09.2019 16:50;18.09.2019 17:06;18.09.2019 17:45;18.09.2019 17:54
16863;EDDM;EDDN;CRJ9;D-ACNT;K9JRC6;DLH;LH2158;18.09.2019 11:15;18.09.2019 11:25;18.09.2019 11:50;18.09.2019 11:48
16864;EDDM;EDDT;A320;OE-IJO;ARC9N5;EZY;U25564;18.09.2019 08:15;18.09.2019 08:22;18.09.2019 09:35;18.09.2019 09:19
16865;EDDM;LIRQ;E195;I-ADJP;PSCAOR;DLA;EN8198;18.09.2019 17:00;18.09.2019 20:23;18.09.2019 18:10;18.09.2019 21:18
16866;EDDM;EDDN;CRJ9;D-ACKE;5LUJDS;DLH;LH2160;18.09.2019 13:05;18.09.2019 13:17;18.09.2019 13:40;18.09.2019 13:41
16867;EDDM;EKCH;A320;D-AIUV;AG665P;DLH;LH2442;18.09.2019 08:35;18.09.2019 08:52;18.09.2019 10:05;18.09.2019 10:11
16868;EDDM;EDDK;A320;D-AIZE;E8JX00;DLH;LH2744;18.09.2019 15:55;18.09.2019 16:18;18.09.2019 17:00;18.09.2019 17:02
16869;EDDM;EPWA;E195;SP-LNB;51W4VU;LOT;LO376;18.09.2019 05:00;18.09.2019 05:12;18.09.2019 06:35;18.09.2019 06:32
16870;EDDM;LROP;B733;YR-BGE;6OBCWN;ROT;RO312;18.09.2019 17:50;18.09.2019 18:16;18.09.2019 19:50;18.09.2019 19:46
16871;EDDM;LFRS;E195;D-AEMC;MKEJ7I;DLH;LH2244;18.09.2019 13:50;18.09.2019 14:13;18.09.2019 15:45;18.09.2019 15:57
16872;EDDM;EDDH;A320;D-AIPC;5U4SHQ;DLH;LH2722;18.09.2019 14:45;18.09.2019 15:08;18.09.2019 16:00;18.09.2019 16:16
16873;EDDM;ULLI;A319;VQ-BAR;ZQO3PW;SDM;SU6658;18.09.2019 10:10;18.09.2019 10:21;18.09.2019 12:55;18.09.2019 12:46
16874;EDDM;EVRA;BCS3;YL-CSN;W2IQMG;BTI;BT224;18.09.2019 17:30;18.09.2019 17:44;18.09.2019 19:30;18.09.2019 19:39
16875;EDDM;EPKK;A319;D-AILY;V4VJ52;DLH;LH1626;18.09.2019 20:05;18.09.2019 20:22;18.09.2019 21:20;18.09.2019 21:18
16876;EDDM;LRTR;CRJ9;S5-AAN;Y2RKO6;ADR;LH1662;18.09.2019 17:40;18.09.2019 18:22;18.09.2019 19:05;18.09.2019 19:27
16877;EDDM;LIPY;CRJ9;D-ACNT;25UI94;DLH;LH1960;18.09.2019 20:20;18.09.2019 20:28;18.09.2019 21:30;18.09.2019 21:22
16878;EDDM;ENGM;B738;LN-RCZ;X1TTE4;SAS;SK4760;18.09.2019 10:55;18.09.2019 11:08;18.09.2019 13:05;18.09.2019 13:04
16879;EDDM;EDDL;A320;D-AIUX;GJS97D;DLH;LH2012;18.09.2019 11:30;18.09.2019 11:43;18.09.2019 12:40;18.09.2019 12:42
16880;EDDM;EPWA;E195;D-AEBC;2FXWX2;DLH;LH1612;18.09.2019 09:05;18.09.2019 09:22;18.09.2019 10:35;18.09.2019 10:30
16881;EDDM;LDSP;A320;D-AIUU;2IPNNE;DLH;LH1716;18.09.2019 13:15;18.09.2019 13:33;18.09.2019 14:30;18.09.2019 14:29
16882;EDDM;LEMG;B738;EI-FVR;SVNZA8;NAX;D85101;18.09.2019 18:05;18.09.2019 18:24;18.09.2019 21:05;18.09.2019 20:59
16883;EDDM;LTBJ;B738;TC-SNR;P03K2D;SXS;XQ987;18.09.2019 04:55;18.09.2019 05:18;18.09.2019 07:35;18.09.2019 07:38
16884;EDDM;EGCC;A320;D-AIZH;7PBRX3;DLH;LH2502;18.09.2019 14:10;18.09.2019 15:49;18.09.2019 16:15;18.09.2019 17:29
16885;EDDM;UUEE;A320;VP-BTA;T8NGBS;AFL;SU2327;18.09.2019 15:35;18.09.2019 15:33;18.09.2019 18:40;18.09.2019 18:14
16886;EDDM;LPPT;A321;D-AIRA;XO32K2;DLH;LH1790;18.09.2019 09:20;18.09.2019 09:43;18.09.2019 12:30;18.09.2019 12:27
16887;EDDM;LEAL;B738;EI-FZK;OXQEXO;RYR;FR6258;18.09.2019 14:40;18.09.2019 15:21;18.09.2019 17:10;18.09.2019 17:46
16888;EDDM;UUEE;A320;VQ-BCN;5US600;AFL;SU2323;18.09.2019 10:35;18.09.2019 10:42;18.09.2019 13:40;18.09.2019 13:17
16889;EDDM;LKPR;E195;D-AEMC;P35W2O;DLH;LH1688;18.09.2019 06:25;18.09.2019 07:02;18.09.2019 07:15;18.09.2019 07:38
16890;EDDM;LEAL;A320;D-AIPF;ZWIES0;DLH;LH1778;18.09.2019 12:15;18.09.2019 12:37;18.09.2019 14:50;18.09.2019 14:55
16891;EDDM;EDDT;A319;D-AILW;V2UM1O;DLH;LH2034;18.09.2019 07:00;18.09.2019 07:21;18.09.2019 08:05;18.09.2019 08:20
16892;EDDM;EDDK;A319;D-AILW;X63OME;DLH;LH2198;18.09.2019 11:25;18.09.2019 11:34;18.09.2019 12:30;18.09.2019 12:20
16893;EDDM;KLAX;A388;D-AIMB;C1VB3L;DLH;LH452;18.09.2019 10:05;18.09.2019 10:39;18.09.2019 22:05;18.09.2019 22:35
16894;EDDM;EGSS;A319;G-EZDK;HG5T2P;EZY;U23072;18.09.2019 14:30;18.09.2019 15:03;18.09.2019 16:25;18.09.2019 16:37
16895;EDDM;EGLL;A320;D-AIUR;DL5TBF;DLH;LH2472;18.09.2019 06:45;18.09.2019 07:01;18.09.2019 08:45;18.09.2019 08:42
16896;EDDM;LFSB;CRJ9;D-ACKE;2GSW73;DLH;LH2402;18.09.2019 19:25;18.09.2019 19:32;18.09.2019 20:20;18.09.2019 20:29
16897;EDDM;EDDH;A319;D-AIBC;FIGNC7;DLH;LH2062;18.09.2019 06:15;18.09.2019 06:32;18.09.2019 07:30;18.09.2019 07:30
16898;EDDM;LIRF;A319;D-AILY;55J75D;DLH;LH1844;18.09.2019 10:55;18.09.2019 11:26;18.09.2019 12:25;18.09.2019 12:27
16899;EDDM;KBOS;A346;D-AIHI;5IAIZX;DLH;LH424;18.09.2019 13:50;18.09.2019 14:15;18.09.2019 22:25;18.09.2019 21:55
16900;EDDM;OMAA;B77W;A6-ETL;LG0YKS;ETD;EY4;18.09.2019 20:35;18.09.2019 21:29;19.09.2019 02:35;19.09.2019 02:46
16901;EDDM;LFPG;A320;F-HEPK;K4J0XY;AFR;AF1423;18.09.2019 07:30;18.09.2019 07:38;18.09.2019 09:15;18.09.2019 09:00
16902;EDDM;EDDS;CRJ9;S5-AAU;B9L5EK;ADR;LH2144;18.09.2019 06:20;18.09.2019 06:30;18.09.2019 07:05;18.09.2019 07:04
16903;EDDM;EIDW;B738;EI-DHZ;PEKH9V;RYR;FR8995;18.09.2019 08:15;18.09.2019 08:32;18.09.2019 10:45;18.09.2019 10:42
16904;EDDM;CYUL;A359;D-AIXF;4DT349;DLH;LH474;18.09.2019 14:40;18.09.2019 15:12;18.09.2019 22:45;18.09.2019 22:31
16905;EDDM;LEBL;A320;EC-MVO;3KIF2S;VLG;VY1813;18.09.2019 07:50;18.09.2019 08:15;18.09.2019 10:00;18.09.2019 09:52
16906;EDDM;LIPQ;CRJ9;D-ACNR;QHWTUD;DLH;LH1938;18.09.2019 19:50;18.09.2019 20:07;18.09.2019 20:45;18.09.2019 20:47
16907;EDDM;EDDK;A319;D-AGWB;55C8FT;EWG;EW89;18.09.2019 11:40;18.09.2019 11:51;18.09.2019 12:50;18.09.2019 12:38
16908;EDDM;LIPX;E195;I-ADJK;X9DB5A;DLA;EN8210;18.09.2019 13:25;18.09.2019 13:41;18.09.2019 14:20;18.09.2019 14:27
16909;EDDM;EDDW;A319;D-AILB;0QIUSL;DLH;LH2118;18.09.2019 19:35;18.09.2019 20:06;18.09.2019 20:45;18.09.2019 21:03
16910;EDDM;EKCH;CRJ9;ES-ACM;BTOPQU;SAS;SK662;18.09.2019 07:45;18.09.2019 08:33;18.09.2019 09:20;18.09.2019 09:56
16911;EDDM;VTBS;A332;D-AXGE;W9WQJQ;EWG;LH792;18.09.2019 13:25;18.09.2019 14:01;19.09.2019 00:10;19.09.2019 00:09
16912;EDDM;EDDP;CRJ9;D-ACKG;HBQ88P;DLH;LH2166;18.09.2019 09:20;18.09.2019 09:35;18.09.2019 10:15;18.09.2019 10:17
16913;EDDM;EDDH;A320;D-ABHN;J00KNE;EWG;EW1976;18.09.2019 11:35;18.09.2019 11:45;18.09.2019 12:55;18.09.2019 12:49
16914;EDDM;LEMD;B738;EC-MPG;A6FGE8;AEA;UX1516;18.09.2019 08:40;18.09.2019 08:54;18.09.2019 11:25;18.09.2019 11:09
16915;EDDM;VTBS;B77W;HS-TKV;PHPGSF;THA;TG925;18.09.2019 12:25;18.09.2019 13:11;18.09.2019 23:05;18.09.2019 22:58
16916;EDDM;EDLP;CRJ9;D-ACKG;Y50KCE;DLH;LH2182;18.09.2019 20:25;18.09.2019 20:37;18.09.2019 21:25;18.09.2019 21:26
16917;EDDM;EGLL;A320;D-AIWF;U4WVFW;DLH;LH2470;18.09.2019 05:15;18.09.2019 05:28;18.09.2019 07:15;18.09.2019 07:14
16918;EDDM;EDDF;A321;D-AIST;1JXCDF;DLH;LH97;18.09.2019 06:00;18.09.2019 06:09;18.09.2019 07:00;18.09.2019 06:50
16919;EDDM;LATI;A319;S5-AAX;Z83ZS1;ADR;JP713;18.09.2019 14:20;18.09.2019 14:38;18.09.2019 15:55;18.09.2019 16:02
16920;EDDM;LEBL;A320;D-AIUU;3JO86S;DLH;LH1810;18.09.2019 07:00;18.09.2019 07:19;18.09.2019 09:00;18.09.2019 09:05
16921;EDDM;LPFR;A320;D-AIZM;OIVZBD;DLH;LH1798;18.09.2019 09:15;18.09.2019 09:39;18.09.2019 12:25;18.09.2019 12:28
16922;EDDM;EDDK;A320;D-AIUX;ETUBY9;DLH;LH1978;18.09.2019 15:25;18.09.2019 15:37;18.09.2019 16:30;18.09.2019 16:21
16923;EDDM;LDDU;A321;D-AIDA;PSSKVB;DLH;LH1710;18.09.2019 12:30;18.09.2019 13:31;18.09.2019 13:55;18.09.2019 14:36
16924;EDDM;LICC;A321;D-AIDE;MVJFN0;DLH;LH1964;18.09.2019 07:00;18.09.2019 07:22;18.09.2019 09:05;18.09.2019 09:02
16925;EDDM;EDLP;CRJ9;D-ACKA;GGZG08;DLH;LH2176;18.09.2019 05:45;18.09.2019 05:55;18.09.2019 06:45;18.09.2019 06:44
16926;EDDM;EDDK;A319;D-AKNK;DAUH8N;EWG;EW81;18.09.2019 07:05;18.09.2019 07:16;18.09.2019 08:15;18.09.2019 08:01
16927;EDDM;LFMN;A319;D-AIBG;O0ONH4;DLH;LH2274;18.09.2019 14:25;18.09.2019 14:43;18.09.2019 15:50;18.09.2019 15:50
16928;LGAV;EDDM;A320;SX-DGV;UUTSZZ;AEE;A3806;18.09.2019 12:45;18.09.2019 13:13;18.09.2019 15:25;18.09.2019 15:27
